name,id,nametype,recclass,mass,year,reclat,reclong
Shikarpur,23534,Valid,L6,3679.7,1921-01-01T00:00:00.000,25.850000,87.577500
Shuangyang,23582,Valid,H5,3900,1971-01-01T00:00:00.000,43.500000,125.666670
Shupiyan,23583,Valid,H6,5000,1912-01-01T00:00:00.000,33.716670,74.833330
Shytal,23584,Valid,L6,3200,1863-01-01T00:00:00.000,24.333330,90.166670
Siena,23586,Valid,LL5,3700,1794-01-01T00:00:00.000,43.116670,11.600000
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000,1947-01-01T00:00:00.000,46.160000,134.653330
Silao,23594,Valid,H5,1710,1995-01-01T00:00:00.000,20.933330,-101.383330
Silistra,55584,Valid,Achondrite-ung,0.15,1917-01-01T00:00:00.000,44.116670,27.266670
Simmern,23603,Valid,H5,1222,1920-01-01T00:00:00.000,49.983330,7.533330
Sinai,23606,Valid,L6,1455,1916-01-01T00:00:00.000,30.900000,32.483330
Sindhri,23611,Valid,H5,8400,1901-01-01T00:00:00.000,26.216670,69.550000
Sinnai,23613,Valid,H6,2000,1956-01-01T00:00:00.000,39.300000,9.200000
Sioux County,23614,Valid,Eucrite-mmict,4100,1933-01-01T00:00:00.000,42.583330,-103.666670
Sitathali,23616,Valid,H5,1600,1875-01-01T00:00:00.000,20.916670,82.583330
Sivas,23617,Valid,H6,40000,1989-01-01T00:00:00.000,39.824670,36.135830
Sixiangkou,23619,Valid,L5,630,1989-01-01T00:00:00.000,32.433330,119.866670
Ski,23621,Valid,L6,850,1848-01-01T00:00:00.000,59.733330,10.866670
Slavetic,23626,Valid,H5,1708,1868-01-01T00:00:00.000,45.683330,15.600000
Slobodka,23645,Valid,L4,2750,1818-01-01T00:00:00.000,55.000000,35.000000
Soheria,23660,Valid,OC,72.900000000000006,1960-01-01T00:00:00.000,27.133330,84.066670
Soko-Banja,23661,Valid,LL4,80000,1877-01-01T00:00:00.000,43.666670,21.866670
Sologne,23663,Valid,H5,54,1860-01-01T00:00:00.000,47.366670,1.733330
Sołtmany,53829,Valid,L6,1066,2011-01-01T00:00:00.000,54.008830,22.005000
Sone,23667,Valid,H5,17100,1866-01-01T00:00:00.000,35.166670,135.333330
Songyuan,23668,Valid,L6,36900,1993-01-01T00:00:00.000,45.250000,125.000000
Sopot,23670,Valid,OC,958,1927-01-01T00:00:00.000,44.416670,23.500000
Soroti,23671,Valid,"Iron, ungrouped",2050,1945-01-01T00:00:00.000,1.700000,33.633330
St. Caprais-de-Quinsac,23081,Valid,L6,360,1883-01-01T00:00:00.000,44.750000,0.050000
St. Christophe-la-Chartreuse,23082,Valid,L6,5500,1841-01-01T00:00:00.000,46.950000,-1.500000
St. Denis Westrem,23083,Valid,L6,700,1855-01-01T00:00:00.000,51.050000,3.750000
St. Germain-du-Pinel,23087,Valid,H6,4000,1890-01-01T00:00:00.000,48.016670,-1.150000
St. Louis,23089,Valid,H4,1000,1950-01-01T00:00:00.000,38.700000,-90.233330
St. Mark's,23090,Valid,EH5,13780,1903-01-01T00:00:00.000,-32.016670,27.416670
St. Mary's County,23091,Valid,LL3.3,24.3,1919-01-01T00:00:00.000,38.166670,-76.383330
St. Mesmin,23092,Valid,LL6,8300,1866-01-01T00:00:00.000,48.450000,3.933330
St. Michel,23093,Valid,L6,17000,1910-01-01T00:00:00.000,61.650000,27.200000
St.-Chinian,23097,Valid,L6,134.30000000000001,1959-01-01T00:00:00.000,43.433330,2.950000
Ställdalen,23712,Valid,H5,34000,1876-01-01T00:00:00.000,59.933330,14.950000
Stannern,23713,Valid,Eucrite-mmict,52000,1808-01-01T00:00:00.000,49.283330,15.566670
Stavropol,23717,Valid,L6,1500,1857-01-01T00:00:00.000,45.050000,41.983330
Ste. Marguerite,23099,Valid,H4,4960,1962-01-01T00:00:00.000,50.766670,3.000000
Sterlitamak,23724,Valid,"Iron, IIIAB",325000,1990-01-01T00:00:00.000,53.666670,55.983330
Stolzenau,23726,Valid,Stone-uncl,,1647-01-01T00:00:00.000,52.533330,9.050000
Stratford,23728,Valid,L6,50,1974-01-01T00:00:00.000,41.200000,-73.133330
Strathmore,23729,Valid,L6,13400,1917-01-01T00:00:00.000,56.583330,-3.250000
Stretchleigh,23732,Valid,Stone-uncl,10400,1623-01-01T00:00:00.000,50.383330,-3.950000
St-Robert,23733,Valid,H5,25400,1994-01-01T00:00:00.000,45.968610,-72.978060
Success,23736,Valid,L6,3500,1924-01-01T00:00:00.000,36.483330,-90.666670
Suchy Dul,23737,Valid,L6,815.3,1969-01-01T00:00:00.000,50.538060,16.263330
Suizhou,23738,Valid,L6,260000,1986-01-01T00:00:00.000,31.616670,113.466670
Sulagiri,48951,Valid,LL6,110000,2008-01-01T00:00:00.000,12.666670,78.033330
Sultanpur,23741,Valid,L/LL6,1710.5,1916-01-01T00:00:00.000,25.933330,84.283330
Sungach,23745,Valid,H5,637,1935-01-01T00:00:00.000,44.866670,133.166670
Supuhee,23760,Valid,H6,7235,1865-01-01T00:00:00.000,26.716670,84.216670
Sutter's Mill,55529,Valid,C,992.5,2012-01-01T00:00:00.000,38.803890,-120.908060
Sylacauga,23773,Valid,H4,5560,1954-01-01T00:00:00.000,33.188360,-86.294500
Tabor,23776,Valid,H5,7540,1753-01-01T00:00:00.000,49.400000,14.650000
Tadjera,23778,Valid,L5,9000,1867-01-01T00:00:00.000,36.183330,5.416670
Tagish Lake,23782,Valid,C2-ung,10000,2000-01-01T00:00:00.000,59.704440,-134.201390
Tahara,23784,Valid,H4/5,1000,1991-01-01T00:00:00.000,34.720000,137.305000
Takenouchi,23789,Valid,H5,720,1880-01-01T00:00:00.000,35.383330,134.900000
Talampaya,23791,Valid,Eucrite-cm,1421,1995-01-01T00:00:00.000,,
Tambakwatu,23795,Valid,L6,10500,1975-01-01T00:00:00.000,-7.750000,112.766670
Tamdakht,48691,Valid,H5,100000,2008-01-01T00:00:00.000,31.163330,-7.015000
Tané,23801,Valid,L5,905,1918-01-01T00:00:00.000,35.433330,136.233330
Taonan,23873,Valid,L5,3850,1965-01-01T00:00:00.000,45.400000,122.900000
Tatahouine,23884,Valid,Diogenite,12000,1931-01-01T00:00:00.000,32.950000,10.416670
Tathlith,23885,Valid,L6,2500,1967-01-01T00:00:00.000,19.383330,43.733330
Tauk,23887,Valid,L6,6000,1929-01-01T00:00:00.000,35.133330,44.450000
Tauti,23888,Valid,L6,21000,1937-01-01T00:00:00.000,46.716670,23.500000
Tenham,23897,Valid,L6,160000,1879-01-01T00:00:00.000,-25.733330,142.950000
Tennasilm,23898,Valid,L4,28500,1872-01-01T00:00:00.000,58.033330,26.950000
Thal,23908,Valid,H6,342,1950-01-01T00:00:00.000,33.400000,70.600000
Thika,54493,Valid,L6,14200,2011-01-01T00:00:00.000,-1.002780,37.150280
Thuathe,23976,Valid,H4/5,45300,2002-01-01T00:00:00.000,-29.333330,27.583330
Tianzhang,23984,Valid,H5,2232,1986-01-01T00:00:00.000,32.946670,118.990000
Tieschitz,23989,Valid,H/L3.6,28000,1878-01-01T00:00:00.000,49.600000,17.116670
Tilden,23998,Valid,L6,74800,1927-01-01T00:00:00.000,38.200000,-89.683330
Tillaberi,23999,Valid,L6,3000,1970-01-01T00:00:00.000,14.250000,1.533330
Timochin,24004,Valid,H5,65500,1807-01-01T00:00:00.000,54.500000,35.200000
Tirupati,24009,Valid,H6,230,1934-01-01T00:00:00.000,13.633330,79.416670
Tissint,54823,Valid,Martian (shergottite),7000,2011-01-01T00:00:00.000,29.481950,-7.611230
Tjabe,24011,Valid,H6,20000,1869-01-01T00:00:00.000,-7.083330,111.533330
Tjerebon,24012,Valid,L5,16500,1922-01-01T00:00:00.000,-6.666670,106.583330
Tomakovka,24019,Valid,LL6,600,1905-01-01T00:00:00.000,47.850000,34.766670
